x,exact,Hancock_PLM,Hancock_PPM_tr_2shk,Local_PPM_tr_2shk,Local_PPM_exact_label_THINC,Local_PPM_carried_label_THINC,PPM_DirectEuler,PPML_trace
0.20703125,2.0,2.000788927078247,1.9999756813049316,2.0004634857177734,2.000335454940796,2.000476598739624,2.000067949295044,1.999875783920288
0.21484375,2.0,1.999720573425293,1.9999743700027466,2.000370979309082,2.0002856254577637,2.000364303588867,2.0000693798065186,1.9998835325241089
0.22265625,2.0,1.9988069534301758,1.9999744892120361,2.0002613067626953,2.000214099884033,2.000249147415161,2.0000829696655273,1.9998878240585327
0.23046875,2.0,1.9980539083480835,1.9999762773513794,2.0001585483551025,2.0001463890075684,2.0001468658447266,2.000152349472046,1.9998890161514282
0.23828125,2.0,1.9974409341812134,1.9999769926071167,2.000079870223999,2.0000898838043213,2.000063419342041,2.000300884246826,1.9998915195465088
0.24609375,2.0,1.9971323013305664,1.9999769926071167,2.000030994415283,2.000047206878662,2.0000059604644775,2.0003461837768555,1.9998935461044312
0.25390625,2.0,1.9970999956130981,1.999979853630066,2.000009298324585,2.0000195503234863,1.9999756813049316,2.0003390312194824,1.9998948574066162
0.26171875,2.0,1.9971767663955688,1.999982237815857,2.0000052452087402,2.0000112056732178,1.9999701976776123,2.0002918243408203,1.9998984336853027
0.26953125,2.0,1.9974720478057861,1.9999884366989136,2.0000083446502686,2.0000157356262207,1.9999841451644897,2.0002081394195557,1.9999010562896729
0.27734375,2.0,1.9980782270431519,2.000002861022949,2.0000181198120117,2.000028133392334,2.0000064373016357,2.000087022781372,1.9999021291732788
0.28515625,2.0,1.9989129304885864,2.0000195503234863,2.0000290870666504,2.000041961669922,2.0000295639038086,1.9999268054962158,1.9999032020568848
0.29296875,2.0,1.999890923500061,2.000027656555176,2.0000338554382324,2.0000500679016113,2.000046968460083,1.9997254610061646,1.999906063079834
0.30078125,2.0,2.000924587249756,2.000030279159546,2.0000224113464355,2.0000483989715576,2.0000452995300293,1.9995392560958862,1.9999080896377563
0.30859375,2.0,2.0019679069519043,2.000030040740967,1.9999794960021973,2.000027894973755,2.000011920928955,1.9994326829910278,1.9999116659164429
0.31640625,2.0,2.0029377937316895,2.000030517578125,1.999899983406067,1.9999804496765137,1.9999377727508545,1.9994118213653564,1.9999144077301025
0.32421875,2.0,2.003554105758667,2.0000298023223877,1.999780535697937,1.9998986721038818,1.9998254776000977,1.9994122982025146,1.999919056892395
0.33203125,2.0,2.0036840438842773,2.0000290870666504,1.999626636505127,1.9997836351394653,1.9996788501739502,1.9994045495986938,1.9999217987060547
0.33984375,2.0,2.003643274307251,2.000028371810913,1.9994547367095947,1.999647855758667,1.9995055198669434,1.999341607093811,1.9999239444732666
0.34765625,2.0,2.0033607482910156,2.000027894973755,1.9992871284484863,1.9995059967041016,1.9993259906768799,1.9992716312408447,1.9999281167984009
0.35546875,2.0,2.0025646686553955,2.0000250339508057,1.9991551637649536,1.999375820159912,1.9991724491119385,1.9992157220840454,1.9999324083328247
0.36328125,2.0,2.001157283782959,2.0000205039978027,1.9991024732589722,1.9992878437042236,1.999087929725647,1.999131679534912,1.999934434890747
0.37109375,2.0,1.9992122650146484,2.0000202655792236,1.9992021322250366,1.9992871284484863,1.9991270303726196,1.9990055561065674,1.9999384880065918
0.37890625,2.0,1.9968571662902832,2.000020742416382,1.9995609521865845,1.9994603395462036,1.9994122982025146,1.9988988637924194,1.9999405145645142
0.38671875,2.0,1.9940053224563599,2.0000200271606445,2.000241756439209,1.9998779296875,2.000014305114746,1.9988696575164795,1.9999406337738037
0.39453125,2.0,1.990015983581543,2.0000205039978027,2.001297950744629,2.0005874633789062,2.000993013381958,1.998869776725769,1.9999427795410156
0.40234375,2.0,1.9838697910308838,2.0000202655792236,2.0027554035186768,2.001629114151001,2.0023860931396484,1.9988986253738403,1.9999439716339111
0.41015625,2.0,1.9745815992355347,2.0000202655792236,2.0045876502990723,2.003018856048584,2.0041801929473877,1.999098777770996,1.9999445676803589
0.41796875,2.0,1.961395025253296,2.0000200271606445,2.0066914558410645,2.0047342777252197,2.006293296813965,1.9995393753051758,1.9999444484710693
0.42578125,2.0,1.9437122344970703,2.000020980834961,2.0088436603546143,2.00669002532959,2.0085248947143555,1.9997305870056152,1.9999449253082275
0.43359375,2.0,1.92094886302948,2.000018835067749,2.0107052326202393,2.008711814880371,2.010549545288086,1.9997260570526123,1.9999446868896484
0.44140625,2.0,1.8925257921218872,1.9999990463256836,2.011852264404297,2.0105156898498535,2.011951446533203,1.9996862411499023,1.9999403953552246
0.44921875,2.0,1.8580200672149658,1.9998390674591064,2.011864185333252,2.0117037296295166,2.012312889099121,1.99947988986969,1.9999353885650635
